Date,R_Beirut,R_north,R_Bekaa,R_South,Total Registered,Registered,Awaiting,Total Refugees,A_Beirut & Mt. Leb.,A_North,A_Bekaa,A_South,Total Awaiting,AWP_Beirut & Mt. Leb.,AWP_North,AWP_Bekaa,AWP_South,P_Beirut,P_El Meten,P_Baabda,P_Kesrwane,P_Chouf,P_Aley,P_Jbeil,P_Akkar,P_Tripoli,P_El Minieh-Dennie,P_El Koura,P_El Batroun,P_Zgharta,P_Bcharre,P_Zahle,P_Baalbek,P_West Bekaa,P_Rachaya,P_El Hermel,P_Sour,P_Saida,P_Marjaayoun,P_Jezzine,P_El Nabatieh,P_Hasbaya,P_Bent Jbeil,Total2,H_Beirut,H_El Meten,H_Baabda,H_Kesrwane,H_Chouf,H_Aley,H_Jbeil,H_Akkar,H_Tripoli,H_El Minieh-Dennie,H_El Koura,H_El Batroun,H_Zgharta,H_Bcharre,H_Zahle,H_Baalbek,H_West Bekaa,H_Rachaya,H_El Hermel,H_Sour,H_Saida,H_Marjaayoun,H_Jezzine,H_El Nabatieh,H_Hasbaya,H_Bent Jbeil,Total Household,F_0-4,F_5-11,F_12-17,F_18-59,F_60+,total female,M_0-4,M_5-11,M_12-17,M_18-59,M_60+,Total male,Homs,Aleppo,Idleb,Rural Damascus,Hama,Dar'a,Damascus,Ar-raqqa,Al-hasakeh,Deir-ez-zor,Quneitra,Lattakia,Tartous,As-sweida,"Others, n/a",Total 3
4/7/2013,"4,632","3,733","4,827","2,403","15,595","503,724","84,071","587,795","30,649","14,535","27,883","11,004","84,071",38,21,28,29,"11,095","13,392","26,629","1,978","22,862","15,473",713,"68,351","47,608","36,091","9,983","7,639","7,627","1,037","78,378","50,307","31,679","6,207","3,898","15,585","26,382","2,031","1,147","12,737","1,239","3,656","503,724","2,979","3,580","6,120",539,"4,894","3,475",200,"16,610","12,266","8,652","2,471","1,763","1,831",241,"16,022","10,752","6,648","1,311",831,"3,392","5,621",419,248,"2,716",291,771,"114,643","48,553","50,056","31,222","119,970","7,090","256,891","50,834","52,288","33,322","104,754","5,635","246,833","145,156","81,864","80,384","58,596","37,768","32,158","22,139","13,048","7,673","5,855","2,002","1,246",728,154,"14,953","503,724"
11/7/2013,"3,116",3132,4583,2330,"13,161","517,195",87759,"604,954",33464,16562,27282,10451,"87,759",39,24,30,21,11497,"13,983","27,650","2,050","23,329","16,111",726,69716,48335,36693,10137,7876,7698,1036,80561,51682,32447,6473,3960,16309,27247,2112,1206,13251,1344,3766,"517,195",3074,3734,6356,558,5000,3621,206,16955,12480,8790,2518,1819,1854,244,16464,11030,6803,1369,839,3562,5822,435,259,2829,310,798,"117,729","49,837","51,431","32,080","123,205","7,293","263,846","52,158","53,746","34,179","107,494","5,772","253,349","148,229","84,130","82,205","60,399","38,853","33,203","22,717","13,716","7,851","6,123","2,061","1,311",785,154,"15,458","517,195"
5/9/2013,"5,626","3,643","4,158","2,089","15,516","622,249","103,823","726,072","41,100","14,471","42,752","5,500","103,823",43,21,42,13,"14,903","20,254","36,360","2,739","28,363","21,794",813,"78,048","53,415","41,453","11,510","10,286","8,863","1,376","98,191","61,709","38,662","7,441","4,264","20,548","31,797","3,177","1,384","17,484","2,705","4,710","622,249","3,943","5,403","8,347",759,"6,112","4,899",239,"19,082","13,930","9,972","2,864","2,360","2,138",322,"19,968","13,109","8,055","1,559",887,"4,578","6,859",661,306,"3,766",634,"1,011","141,763","59,852","61,808","38,463","148,326","8,724","317,173","62,708","65,080","40,896","129,479","6,913","305,076","167,881","106,013","95,998","74,080","46,118","41,141","28,742","19,184","10,236","9,941","2,395","1,741","1,356",188,"17,235","622,249"
12/9/2013,"4,744","3,051","4,098","2,170","14,063","636,000","103,823","739,823","41,100","14,471","42,752","5,500","103,823",43,21,42,13,"15,419","21,255","37,555","2,960","29,289","22,671",859,"79,181","53,937","42,099","11,749","10,506","9,032","1,396","100,071","62,817","39,447","7,612","4,306","21,091","32,457","3,379","1,432","18,023","2,706","4,751","636,000","4,101","5,695","8,645",814,"6,324","5,116",251,"19,351","14,048","10,109","2,921","2,406","2,173",327,"20,352","13,333","8,214","1,590",898,"4,715","7,029",704,318,"3,894",632,"1,019","144,979","61,221","63,099","39,229","151,737","8,947","324,233","64,169","66,527","41,686","132,315","7,070","311,767","170,022","109,165","97,713","75,818","47,007","42,237","29,458","19,833","10,624","10,483","2,429","1,822","1,393",199,"17,797","636,000"
19/9/2013,"4,396","3,478","3,793","2,529","14,196","650,376","104,833","755,209","44,154","13,612","42,795","4,272","104,833",42,22,39,12,"15,911","22,118","38,845","3,106","30,004","23,544",881,"80,368","54,795","42,869","11,958","10,836","9,202","1,430","101,953","63,868","40,163","7,711","4,365","21,685","33,308","3,576","1,508","18,663","2,833","4,876","650,376","4,226","5,921","8,912",851,"6,466","5,292",256,"19,624","14,308","10,292","2,966","2,479","2,212",336,"20,745","13,560","8,364","1,611",912,"4,851","7,215",748,330,"4,029",669,"1,048","148,223","62,802","64,506","40,012","155,207","9,187","331,714","65,835","67,930","42,496","135,144","7,257","318,662","172,689","111,733","99,536","77,285","47,776","43,207","30,286","20,302","11,336","10,811","2,513","1,869","1,498",218,"19,317","650,376"
26/9/2013,"5,600","3,176","4,466","1,586","14,828","665,200","102,975","768,175","43,880","13,501","41,863","3,731","102,975",41,22,38,10,"16,486","23,475","40,333","3,427","30,664","24,634",925,"81,838","55,497","43,516","12,124","11,011","9,260","1,466","104,224","65,045","40,891","7,893","4,392","22,053","33,957","3,773","1,577","18,954","2,853","4,932","665,200","4,391","6,304","9,276",937,"6,622","5,561",269,"19,966","14,478","10,450","3,004","2,524","2,230",343,"21,220","13,800","8,512","1,652",923,"4,946","7,367",795,348,"4,097",674,"1,059","151,748","64,264","66,015","40,867","158,873","9,422","339,441","67,439","69,538","43,332","138,010","7,440","325,759","175,384","114,362","101,054","78,778","48,603","43,989","31,161","20,832","12,192","11,029","2,591","1,943","1,611",231,"21,440","665,200"
3/10/2013,"4,477","2,569","4,321","1,901","13,268","678,140","100,898","779,038","43,550","13,150","40,795","3,403","100,898",42,23,36,8,"16,853","24,534","41,435","3,627","31,251","25,598",960,"82,552","56,118","44,115","12,238","11,267","9,428","1,482","106,249","66,260","41,627","8,067","4,476","22,454","34,674","3,991","1,615","19,374","2,862","5,033","678,140","4,511","6,613","9,577",997,"6,766","5,780",279,"20,130","14,653","10,591","3,029","2,583","2,267",348,"21,651","14,048","8,672","1,685",943,"5,035","7,522",850,356,"4,179",676,"1,080","154,821","65,561","67,334","41,602","162,117","9,619","346,233","68,799","70,882","44,057","140,575","7,594","331,907","177,332","116,612","102,444","80,195","49,319","44,511","31,972","21,297","12,952","11,238","2,625","1,989","1,649",236,"23,769","678,140"
10/10/2013,"4,386","2,197","4,759","2,295","13,637","691,906","98,048","789,954","44,839","13,590","37,515","2,104","98,048",45,25,36,7,"17,375","25,682","42,445","3,820","31,804","26,436","1,070","83,491","56,673","44,541","12,353","11,430","9,559","1,495","108,632","67,664","42,341","8,258","4,556","22,877","35,462","4,286","1,729","19,843","2,917","5,167","691,906","4,671","6,955","9,843","1,056","6,906","5,998",308,"20,339","14,794","10,709","3,061","2,626","2,296",352,"22,142","14,345","8,817","1,724",959,"5,139","7,715",911,383,"4,282",690,"1,110","158,131","66,973","68,689","42,417","165,531","9,831","353,441","70,282","72,346","44,827","143,239","7,771","338,465","179,450","118,936","103,945","81,736","50,234","45,384","32,832","21,876","13,698","11,464","2,668","2,026","1,734",249,"25,674","691,906"
17/10/2013,"2,735","1,754","2,940","1,134","8,563","700,353","93,337","793,690","43,735","11,944","37,431",227,"93,337",42,25,35,6,"17,692","26,261","42,938","4,064","32,021","26,973","1,117","84,124","56,899","44,875","12,495","11,637","9,571","1,501","110,383","68,556","42,988","8,345","4,578","23,146","35,981","4,304","1,745","20,017","2,914","5,228","700,353","4,761","7,114","9,975","1,121","6,970","6,129",321,"20,502","14,868","10,781","3,095","2,670","2,304",353,"22,528","14,540","8,966","1,743",963,"5,203","7,847",911,388,"4,331",687,"1,121","160,192","67,792","69,574","42,877","167,661","9,961","357,865","71,211","73,224","45,295","144,883","7,875","342,488","181,447","121,279","105,174","83,977","51,044","46,482","33,728","22,628","14,240","11,671","1,812","2,699","2,072",249,"21,851","700,353"
31/10/2013,"4,145","2,527","3,589","1,374","11,635","725,258","87,010","812,268","43,880","14,029","28,369",732,"87,010",45,23,34,4,"18,682","28,554","45,230","4,410","33,112","28,740","1,340","85,974","57,986","45,792","12,804","12,140","9,951","1,592","114,304","70,666","44,528","8,582","4,687","23,696","36,986","4,438","1,798","20,630","3,232","5,404","725,258","5,062","7,827","10,576","1,232","7,234","6,607",382,"20,950","15,181","11,010","3,171","2,803","2,389",372,"23,378","14,973","9,287","1,796",987,"5,347","8,080",933,400,"4,473",766,"1,163","166,379","70,502","71,992","44,262","173,764","10,368","370,888","74,018","75,792","46,579","149,820","8,161","354,370","185,730","126,523","107,998","87,549","52,722","47,982","35,506","23,684","15,655","11,999","2,049","2,865","2,156",264,"22,576","725,258"
7/11/2013,"3,968",634,"3,162",906,"8,670","721,048","84,599","805,647","43,594","13,199","26,701","1,105","84,599",43,23,27,3,"18,207","28,422","44,481","4,393","33,204","28,537","1,289","84,959","56,804","45,665","12,610","12,030","9,802","1,572","115,145","70,913","44,651","8,596","4,679","23,431","36,290","4,405","1,793","20,442","3,343","5,385","721,048","4,704","7,632","10,230","1,174","7,194","6,486",348,"20,685","14,677","10,941","3,063","2,722","2,300",357,"23,486","14,967","9,285","1,797",976,"5,220","7,779",921,390,"4,397",792,"1,149","163,672","70,389","71,921","44,174","172,735","10,275","369,494","73,833","75,790","46,400","147,458","8,073","351,554","184,437","125,336","107,710","87,075","52,392","47,438","35,397","23,880","15,665","11,796","2,820","2,126","2,110",235,"22,631","721,048"
14/11/2013,"4,112","1,940","6,138","1,179","13,369","735,204","81,607","816,811","42,479","13,648","24,469","1,011","81,607",44,22,23,3,"18,943","29,395","45,763","4,636","33,950","29,364","1,389","85,789","57,179","46,114","12,711","12,247","9,842","1,643","118,027","73,078","45,431","8,700","4,729","23,780","36,679","4,474","1,815","20,741","3,365","5,420","735,204","5,008","7,955","10,565","1,255","7,386","6,697",381,"20,871","14,785","11,051","3,096","2,777","2,309",372,"24,138","15,445","9,456","1,820",988,"5,304","7,871",936,395,"4,471",797,"1,160","167,289","71,997","73,377","44,982","176,192","10,461","377,009","75,472","77,196","47,068","150,207","8,252","358,195","186,855","128,055","109,191","89,245","53,439","48,255","36,229","24,680","16,263","11,999","2,885","2,268","2,164",259,"23,417","735,204"
21/11/2013,"4,411","2,307","4,737","1,076","12,531","746,956","76,835","823,791","41,569","13,813","20,012","1,441","76,835",43,21,20,5,"19,420","30,291","46,941","4,968","34,374","30,308","1,470","86,712","57,582","46,615","12,823","12,440","9,950","1,694","119,920","74,544","46,015","8,765","4,778","24,051","37,019","4,623","1,842","20,968","3,395","5,448","746,956","5,164","8,225","10,876","1,364","7,490","6,932",412,"21,085","14,908","11,164","3,127","2,817","2,333",381,"24,563","15,756","9,586","1,842",993,"5,374","7,941",968,402,"4,517",802,"1,164","170,186","73,413","74,481","45,588","179,095","10,630","383,207","76,883","78,405","47,662","152,407","8,392","363,749","188,867","130,632","110,549","90,692","54,221","48,964","36,981","25,480","16,709","12,253","2,927","2,370","2,195",268,"23,848","746,956"
28/11/2013,"3,383","2,300","4,550","1,154","11,387","758,771","73,234","832,005","43,926","14,405","13,171","1,732","73,234",43,21,18,6,"19,720","30,813","47,858","5,097","34,978","30,783","1,545","87,379","58,001","47,103","12,872","12,737","10,090","1,725","122,579","76,400","46,868","8,913","4,867","24,291","37,394","4,784","1,893","21,143","3,396","5,542","758,771","5,273","8,401","11,122","1,414","7,623","7,054",436,"21,254","15,030","11,263","3,142","2,885","2,368",387,"25,121","16,161","9,764","1,873","1,012","5,435","8,015","1,009",414,"4,556",801,"1,186","172,999","73,381","76,132","46,431","182,686","10,907","389,537","76,791","80,300","48,506","155,010","8,627","369,234","191,446","132,886","111,701","92,150","55,153","49,653","37,676","26,328","17,053","12,379","2,987","2,541","2,225",275,"24,318","758,771"
5/12/2013,"3,429","3,142","5,219","1,305","13,095","771,536","64,199","835,735","42,608","10,028","9,676","1,887","64,199",41,21,14,6,"20,232","31,652","48,858","5,364","35,325","31,271","1,631","88,586","58,340","47,694","13,039","12,964","10,284","1,814","124,739","78,474","47,555","9,080","4,911","24,574","37,749","4,836","1,915","21,493","3,545","5,611","771,536","5,438","8,676","11,374","1,496","7,720","7,187",467,"21,540","15,138","11,403","3,182","2,938","2,409",404,"25,606","16,640","9,923","1,913","1,021","5,501","8,112","1,017",421,"4,641",841,"1,198","176,206","74,897","77,370","47,188","185,859","11,156","396,470","78,325","81,662","49,137","157,159","8,783","375,066","194,095","135,284","113,023","94,140","56,051","50,451","38,340","27,051","17,603","12,554","2,731","3,083","2,244",285,"24,601","771,536"
12/12/2013,"3,938","1,698","3,893","1,354","10,883","782,457","60,083","842,540","41,088","10,491","6,624","1,880","60,083",39,20,14,8,"20,639","32,409","50,191","5,654","35,751","32,063","1,737","89,262","58,670","48,086","13,186","13,036","10,422","1,860","126,570","79,673","48,050","9,174","4,949","24,805","38,155","4,918","1,978","21,826","3,592","5,801","782,457","5,572","8,917","11,721","1,584","7,819","7,386",496,"21,710","15,215","11,515","3,215","2,953","2,443",413,"26,023","16,920","10,037","1,934","1,028","5,553","8,207","1,035",437,"4,714",851,"1,233","178,931","76,180","78,424","47,778","188,608","11,330","402,320","79,636","82,796","49,652","159,134","8,919","380,137","196,121","137,500","114,121","95,694","56,927","51,167","39,064","27,610","17,901","12,739","2,977","3,138","2,289",302,"24,907","782,457"
19/12/2013,"5,026","2,856","3,879","1,135","12,896","793,227","55,576","848,803","38,054","10,135","5,615","1,772","55,576",37,22,10,8,"20,917","32,930","51,272","5,867","36,253","32,890","1,919","90,194","59,033","48,736","13,446","13,342","10,608","1,900","127,933","81,171","48,420","9,257","4,976","25,027","38,537","4,950","1,999","22,042","3,614","5,994","793,227","5,666","9,083","11,966","1,647","7,926","7,564",543,"21,954","15,331","11,676","3,276","3,015","2,484",422,"26,325","17,294","10,118","1,953","1,034","5,606","8,310","1,041",442,"4,762",856,"1,276","181,570","77,513","79,471","48,352","191,200","11,520","408,056","81,062","83,878","50,119","161,081","9,031","385,171","198,345","139,790","115,554","97,250","57,938","51,549","39,579","28,112","18,128","12,938","3,158","3,164","2,344",310,"25,068","793,227"
26/12/2013,"3,541","1,693","1,778",897,"7,909","800,634","54,143","854,777","36,550","10,611","5,013","1,969","54,143",37,23,9,9,"21,193","33,679","52,338","6,163","36,782","33,663","1,984","90,873","59,302","49,048","13,503","13,423","10,687","1,900","128,517","82,074","48,577","9,277","4,996","25,109","38,699","4,972","2,034","22,167","3,618","6,056","800,634","5,747","9,294","12,241","1,726","8,050","7,747",559,"22,130","15,406","11,768","3,290","3,033","2,504",422,"26,450","17,503","10,153","1,959","1,039","5,620","8,341","1,045",447,"4,783",856,"1,287","183,400","78,358","80,163","48,747","193,062","11,642","411,972","82,033","84,670","50,478","162,358","9,123","388,662","199,997","141,461","116,397","98,274","58,380","51,995","39,953","28,431","18,339","13,068","3,310","3,185","2,357",338,"25,149","800,634"
2/1/2014,"2,853","1,389","1,971","1,043","7,256","807,940","52,220","860,160","34,690","10,271","5,551","1,708","52,220",35,21,9,9,"21,475","34,130","53,363","6,390","37,081","34,119","2,115","91,458","59,675","49,327","13,568","13,492","10,767","1,907","129,375","82,888","48,737","9,345","5,044","25,313","39,084","5,023","2,050","22,439","3,625","6,150","807,940","5,824","9,436","12,483","1,787","8,122","7,863",594,"22,280","15,510","11,834","3,305","3,051","2,522",425,"26,633","17,689","10,186","1,974","1,048","5,666","8,449","1,057",452,"4,850",856,"1,305","185,201","76,896","81,435","49,675","195,973","11,876","415,855","80,377","86,154","51,338","164,938","9,278","392,085","201,261","143,207","117,157","99,332","58,901","52,457","40,265","28,884","18,590","13,226","3,409","3,214","2,384",346,"25,307","807,940"
9/1/2014,"4,414","3,143","3,366","1,375","12,298","819,239","48,985","868,224","32,282","8,287","6,937","1,479","48,985",34,21,10,10,"21,845","35,082","54,699","6,636","37,713","34,819","2,162","92,514","60,146","50,039","13,771","13,756","10,944","1,936","130,417","84,318","49,065","9,397","5,103","25,566","39,490","5,086","2,097","22,742","3,629","6,271","819,243","5,954","9,727","12,843","1,865","8,268","8,045",609,"22,564","15,651","12,028","3,355","3,104","2,559",433,"26,857","17,992","10,244","1,987","1,057","5,736","8,549","1,069",465,"4,926",856,"1,331","188,074","76,338","82,884","50,641","199,845","12,153","421,861","79,589","87,758","52,532","168,009","9,490","397,378","203,425","145,984","118,482","100,750","59,813","52,953","40,786","29,543","18,880","13,443","3,498","3,258","2,429",363,"25,632","819,239"
16/1/2014,"4,038","2,243","2,459","1,012","9,752","828,953","51,110","880,063","31,108","7,532","10,695","1,775","51,110",32,20,11,10,"22,186","35,923","56,034","6,805","38,114","35,667","2,212","93,252","60,558","50,708","13,926","13,913","11,067","1,969","131,681","84,984","49,410","9,439","5,125","25,805","39,896","5,199","2,142","22,923","3,653","6,362","828,953","6,051","9,969","13,183","1,902","8,371","8,247",619,"22,773","15,775","12,196","3,397","3,136","2,585",440,"27,134","18,140","10,320","1,997","1,062","5,793","8,650","1,094",476,"4,969",861,"1,347","190,487","76,990","83,964","51,291","202,433","12,324","427,002","80,352","88,886","53,138","169,949","9,626","401,951","204,915","148,775","119,597","102,020","60,506","53,550","41,199","30,113","19,136","13,634","3,563","3,276","2,449",376,"25,844","828,953"
23/1/2014,"4,840","2,187","4,183","1,793","13,003","841,942","48,194","890,136","28,184","7,032","11,692","1,286","48,194",30,19,12,8,"22,688","36,890","57,705","7,034","38,605","36,651","2,245","94,017","61,046","51,134","14,031","14,034","11,166","1,997","133,864","86,406","49,914","9,484","5,185","26,183","40,561","5,394","2,196","23,405","3,666","6,441","841,942","6,198","10,218","13,600","1,960","8,493","8,489",627,"22,984","15,916","12,306","3,429","3,169","2,608",445,"27,617","18,487","10,437","2,008","1,076","5,889","8,819","1,134",492,"5,071",864,"1,364","193,700","77,830","85,440","52,210","206,025","12,522","434,027","81,264","90,414","53,993","172,452","9,792","407,915","207,056","152,088","120,973","103,806","61,468","54,438","41,719","30,761","19,439","13,944","3,830","3,336","2,484",390,"26,210","841,942"
30/1/2014,"4,965","1,992","4,172","1,647","12,776","854,352","47,895","902,247","26,955","7,272","12,556","1,112","47,895",29,19,12,7,"23,118","37,632","59,424","7,233","39,133","37,579","2,274","94,709","61,516","51,573","14,147","14,246","11,281","2,021","135,949","87,723","50,552","9,507","5,225","26,451","41,005","5,470","2,215","23,804","4,049","6,516","854,352","6,328","10,421","14,023","2,004","8,624","8,711",637,"23,192","16,074","12,437","3,462","3,218","2,643",452,"28,097","18,810","10,572","2,016","1,088","5,961","8,934","1,154",496,"5,158",972,"1,381","196,865","78,691","86,935","52,920","209,420","12,743","440,709","82,204","92,037","54,692","174,761","9,949","413,643","208,687","155,164","122,202","105,960","62,362","55,430","42,287","31,421","19,672","14,200","3,962","3,391","2,540",393,"26,681","854,352"
