Date,R_Beirut,R_north,R_Bekaa,R_South,Total Registered,Registered,Awaiting,Total Refugees,A_Beirut & Mt. Leb.,A_North,A_Bekaa,A_South,Total Awaiting,AWP_Beirut & Mt. Leb.,AWP_North,AWP_Bekaa,AWP_South,P_Beirut,P_El Meten,P_Baabda,P_Kesrwane,P_Chouf,P_Aley,P_Jbeil,P_Akkar,P_Tripoli,P_El Minieh-Dennie,P_El Koura,P_El Batroun,P_Zgharta,P_Bcharre,P_Zahle,P_Baalbek,P_West Bekaa,P_Rachaya,P_El Hermel,P_Sour,P_Saida,P_Marjaayoun,P_Jezzine,P_El Nabatieh,P_Hasbaya,P_Bent Jbeil,Total2,H_Beirut,H_El Meten,H_Baabda,H_Kesrwane,H_Chouf,H_Aley,H_Jbeil,H_Akkar,H_Tripoli,H_El Minieh-Dennie,H_El Koura,H_El Batroun,H_Zgharta,H_Bcharre,H_Zahle,H_Baalbek,H_West Bekaa,H_Rachaya,H_El Hermel,H_Sour,H_Saida,H_Marjaayoun,H_Jezzine,H_El Nabatieh,H_Hasbaya,H_Bent Jbeil,Total Household,F_0-4,F_5-11,F_12-17,F_18-59,F_60+,total female,M_0-4,M_5-11,M_12-17,M_18-59,M_60+,Total male,Homs,Aleppo,Idleb,Rural Damascus,Hama,Dar'a,Damascus,Ar-raqqa,Al-hasakeh,Deir-ez-zor,Quneitra,Lattakia,Tartous,As-sweida,"Others, n/a",Total 3
7/8/2014,"3,295","1,312","3,492",496,"8,595","1,119,606","27,168","1,146,774","4,267","1,566","20,588",747,"27,168",11,13,22,7,"30,186","54,578","89,460","13,491","51,939","57,250","4,637","109,270","65,471","60,933","16,868","17,406","13,560","2,726","182,133","130,219","67,366","11,916","6,395","31,933","48,472","7,555","2,906","29,177","5,726","8,033","1,119,606","8,621","15,202","21,566","3,783","11,911","13,628","1,271","27,100","17,482","14,858","4,152","3,977","3,237",616,"39,028","29,596","14,572","2,600","1,353","7,286","10,868","1,642",670,"6,384","1,413","1,713","264,529","106,010","117,641","68,748","278,270","17,439","588,108","110,457","124,650","69,272","213,830","13,289","531,498","242,977","223,507","157,008","147,897","81,217","75,477","58,683","54,376","27,900","23,175","8,902","4,679","3,238",762,"9,808","1,119,606"
14/8/2014,"2,740",927,"2,715",507,"6,889","1,126,748","28,207","1,154,955","4,268","2,103","20,707","1,129","28,207",10,12,22,9,"30,134","55,204","90,403","13,667","52,385","57,914","4,692","109,611","65,686","61,192","16,978","17,479","13,589","2,746","183,289","130,900","67,874","11,968","6,472","32,281","48,611","7,617","2,928","29,339","5,739","8,050","1,126,748","8,586","15,390","21,829","3,837","12,026","13,787","1,289","27,195","17,558","14,923","4,175","4,001","3,243",618,"39,349","29,767","14,697","2,619","1,368","7,358","10,886","1,652",673,"6,424","1,416","1,717","266,383","106,677","118,424","69,209","280,133","17,566","592,009","111,213","125,531","69,648","214,977","13,370","534,739","243,834","225,401","158,120","148,517","81,738","76,046","59,452","54,723","28,195","23,406","9,119","4,719","3,243",776,"9,459","1,126,748"
21/8/2014,"2,525","1,078","3,193",441,"7,237","1,134,243","31,906","1,166,149","5,318","2,601","22,393","1,594","31,906",10,12,23,11,"30,475","55,885","91,515","14,051","53,080","58,797","4,878","109,935","65,667","61,329","17,068","17,432","13,620","2,753","184,658","131,463","68,221","12,009","6,519","32,410","48,624","7,652","2,943","29,409","5,768","8,082","1,134,243","8,665","15,574","22,123","3,935","12,190","14,018","1,338","27,312","17,558","14,954","4,193","3,990","3,255",619,"39,701","29,914","14,799","2,623","1,379","7,389","10,894","1,660",675,"6,443","1,419","1,724","268,344","107,369","119,270","69,617","282,205","17,697","596,158","112,043","126,376","70,097","216,118","13,451","538,085","244,532","227,204","159,406","149,151","82,315","76,913","60,147","55,061","28,403","23,544","9,226","4,747","3,269",810,"9,515","1,134,243"
28/8/2014,"2,369","1,276","3,646",748,"8,039","1,142,252","33,252","1,175,504","5,588","2,187","23,858","1,619","33,252",10,11,25,12,"30,707","56,313","92,156","14,219","53,295","59,320","4,955","110,323","66,016","61,744","17,126","17,568","13,708","2,789","186,601","132,208","68,841","12,101","6,547","32,690","48,910","7,661","2,959","29,629","5,770","8,096","1,142,252","8,746","15,704","22,282","3,989","12,249","14,132","1,357","27,447","17,665","15,076","4,204","4,028","3,276",626,"40,198","30,123","14,962","2,646","1,390","7,458","10,964","1,663",680,"6,486","1,419","1,730","270,500","108,267","120,133","70,108","284,305","17,876","600,689","112,975","127,273","70,540","217,198","13,577","541,563","245,427","228,938","161,072","149,800","82,895","77,796","60,620","55,432","28,675","23,739","9,380","4,788","3,284",815,"9,591","1,142,252"
25/9/2014,"2,076",897,"2,878",476,"6,327","1,166,061","25,873","1,191,934","5,547","1,299","17,793","1,234","25,873",13,12,27,14,"31,274","57,109","93,947","14,759","53,582","60,297","5,210","111,638","66,536","63,003","17,394","17,859","13,931","2,936","193,622","134,527","70,915","12,358","6,695","33,429","49,782","7,839","3,022","30,289","5,818","8,290","1,166,061","8,885","15,945","22,722","4,159","12,280","14,347","1,420","27,894","17,959","15,429","4,287","4,111","3,347",665,"42,061","30,807","15,553","2,724","1,430","7,628","11,188","1,708",696,"6,640","1,430","1,774","277,089","110,761","123,004","71,586","290,653","18,444","614,448","115,671","130,327","71,892","219,840","13,883","551,613","247,790","233,868","166,061","151,311","84,458","80,837","62,545","56,524","29,366","24,607","9,950","4,859","3,347",842,"9,696","1,166,061"
2/10/2014,"1,715",947,"2,042",485,"5,189","1,129,889","21,168","1,151,057","4,865",882,"14,601",820,"21,168",18,11,29,16,"30,425","55,599","91,691","14,617","52,398","58,927","5,156","108,024","63,290","60,682","16,755","17,076","13,547","2,867","186,522","131,541","68,609","11,629","6,324","32,301","47,984","7,700","2,957","29,436","5,758","8,074","1,129,889","8,602","15,486","22,048","4,108","11,929","13,968","1,407","26,499","16,621","14,530","4,028","3,877","3,174",640,"40,148","29,962","14,917","2,526","1,322","7,289","10,700","1,672",681,"6,412","1,412","1,715","265,673","108,410","120,553","69,781","280,334","17,738","596,816","113,082","127,565","69,826","209,312","13,288","533,073","240,949","226,753","159,862","146,792","81,805","79,140","61,534","52,933","28,346","23,849","9,819","4,628","3,112",831,"9,536","1,129,889"
9/10/2014,981,677,"1,472",236,"3,366","1,125,122","17,303","1,142,425","4,833",554,"11,176",740,"17,303",22,10,29,18,"30,472","55,810","91,867","14,655","52,498","59,132","5,169","108,258","63,305","60,912","16,738","17,100","13,567","2,883","183,885","129,642","67,457","11,394","6,090","32,311","48,007","7,730","2,970","29,436","5,763","8,071","1,125,122","8,618","15,559","22,125","4,125","11,959","14,031","1,417","26,572","16,644","14,585","4,029","3,887","3,179",643,"39,694","29,595","14,681","2,485","1,271","7,293","10,724","1,679",684,"6,418","1,414","1,717","265,028","108,124","119,994","69,416","279,137","17,584","594,255","112,736","126,960","69,428","208,577","13,166","530,867","239,943","226,036","158,517","146,056","81,692","79,017","61,439","52,477","28,382","23,722","9,824","4,624","3,122",837,"9,434","1,125,122"
16/10/2014,"1,319",588,"1,918",296,"4,121","1,124,942","12,787","1,137,729","4,510",513,"7,001",763,"12,787",31,11,30,21,"30,424","55,790","91,772","14,709","52,360","59,129","5,191","108,331","63,290","60,988","16,735","17,099","13,605","2,888","183,912","129,609","67,569","11,404","6,078","32,242","47,941","7,705","2,967","29,393","5,749","8,062","1,124,942","8,618","15,566","22,124","4,134","11,905","14,039","1,428","26,595","16,645","14,607","4,025","3,894","3,192",648,"39,767","29,600","14,725","2,489","1,271","7,265","10,693","1,671",680,"6,394","1,411","1,714","265,100","108,195","120,063","69,397","279,134","17,584","594,373","112,800","126,890","69,398","208,340","13,141","530,569","239,994","226,188","158,257","145,976","81,825","78,948","61,539","52,230","28,394","23,765","9,835","4,605","3,105",854,"9,427","1,124,942"
23/10/2014,791,483,"1,781",665,"3,720","1,122,525","11,016","1,133,541","5,512",658,"4,329",517,"11,016",37,11,32,15,"30,265","55,586","91,360","14,806","52,183","59,008","5,231","108,211","63,176","60,977","16,700","17,057","13,587","2,897","184,088","129,517","67,639","11,430","6,107","31,785","47,565","7,687","2,978","29,079","5,662","7,944","1,122,525","8,581","15,523","22,033","4,161","11,866","14,034","1,435","26,535","16,609","14,579","4,019","3,877","3,187",648,"39,874","29,595","14,748","2,504","1,277","7,123","10,577","1,665",681,"6,314","1,387","1,689","264,521","108,103","119,903","69,315","278,526","17,544","593,391","112,614","126,625","69,201","207,595","13,099","529,134","239,926","225,802","157,855","145,577","81,636","78,592","61,454","51,807","28,300","23,701","9,875","4,595","3,096",854,"9,455","1,122,525"
30/10/2014,558,370,"2,092",598,"3,618","1,122,745","9,856","1,132,601","6,249",519,"2,879",209,"9,856",32,11,18,9,"30,234","55,628","91,479","14,827","52,246","59,112","5,233","108,053","62,983","60,902","16,667","17,050","13,576","2,899","184,137","129,765","67,627","11,442","6,153","31,816","47,572","7,700","2,975","29,067","5,643","7,959","1,122,745","8,582","15,549","22,069","4,172","11,887","14,065","1,438","26,469","16,537","14,538","4,014","3,869","3,183",648,"39,952","29,740","14,772","2,510","1,289","7,127","10,579","1,665",680,"6,313","1,381","1,691","264,719","108,297","119,841","69,423","278,577","17,564","593,702","112,725","126,533","69,198","207,531","13,056","529,043","239,956","226,073","157,942","145,608","81,672","78,555","61,457","51,688","28,275","23,694","9,889","4,576","3,081",858,"9,421","1,122,745"
6/11/2014,"1,558",826,"1,439",98,"3,921","1,126,023","8,271","1,134,294","6,064",223,"1,701",283,"8,271",26,10,14,9,"30,393","55,949","91,942","14,977","52,380","59,470","5,233","108,336","63,200","61,202","16,727","17,117","13,664","2,926","184,279","130,079","67,822","11,468","6,173","31,771","47,592","7,690","2,973","29,050","5,650","7,960","1,126,023","8,651","15,674","22,201","4,213","11,926","14,166","1,443","26,550","16,606","14,621","4,034","3,883","3,202",653,"40,444","30,017","14,974","2,565","1,307","7,113","10,575","1,661",678,"6,305","1,383","1,691","266,536","108,764","120,084","69,494","279,354","17,599","595,295","113,201","126,821","69,319","208,316","13,071","530,728","240,420","226,987","158,364","145,943","81,921","78,755","61,624","51,891","28,417","23,790","9,952","4,587","3,107",883,"9,382","1,126,023"
13/11/2014,"1,792",529,342,280,"2,943","1,130,274","9,846","1,140,120","5,876",349,"3,149",472,"9,846",19,10,17,10,"30,583","56,404","92,711","15,074","52,740","59,904","5,298","108,681","63,359","61,594","16,761","17,212","13,728","2,939","184,388","130,082","67,886","11,451","6,189","31,925","47,766","7,716","2,985","29,153","5,770","7,975","1,130,274","8,722","15,827","22,422","4,245","12,027","14,299","1,463","26,652","16,680","14,727","4,046","3,909","3,215",658,"40,489","30,036","15,000","2,566","1,310","7,157","10,625","1,670",684,"6,329","1,425","1,693","267,876","109,377","120,382","69,698","280,339","17,667","597,463","113,774","127,229","69,476","209,198","13,134","532,811","241,033","228,128","158,757","146,511","82,303","78,995","61,810","52,148","28,616","23,941","9,985","4,626","3,143",892,"9,386","1,130,274"
4/12/2014,556,476,863,288,"2,183","1,133,118","11,588","1,144,706","5,980",438,"4,823",347,"11,588",10,10,27,8,"30,907","57,128","93,748","15,398","53,273","60,718","5,437","108,139","62,414","61,705","16,634","17,232","13,725","3,011","184,888","128,923","68,048","11,370","6,209","32,051","48,154","7,787","3,030","29,320","5,804","8,065","1,133,118","8,855","16,076","22,740","4,364","12,172","14,527","1,506","26,488","16,401","14,728","3,999","3,902","3,216",676,"40,619","29,753","15,034","2,549","1,313","7,216","10,733","1,694",698,"6,381","1,433","1,717","268,790","110,074","120,652","69,739","281,034","17,719","599,218","114,493","127,441","69,479","209,320","13,167","533,900","239,871","229,860","158,972","146,708","82,591","79,334","62,182","52,297","28,903","24,115","10,070","4,662","3,103",921,"9,529","1,133,118"
11/12/2014,795,326,862,278,"2,261","1,135,793","12,975","1,148,768","6,384",533,"5,785",273,"12,975",15,10,25,7,"30,959","57,246","93,947","15,492","53,378","60,991","5,469","108,316","62,516","61,838","16,665","17,271","13,750","3,039","185,284","129,158","68,155","11,446","6,246","32,119","48,255","7,855","3,039","29,368","5,818","8,173","1,135,793","8,879","16,121","22,804","4,395","12,198","14,596","1,513","26,540","16,438","14,772","4,011","3,911","3,228",681,"40,732","29,834","15,068","2,568","1,321","7,236","10,767","1,711",699,"6,395","1,438","1,742","269,598","110,444","120,860","69,856","281,651","17,779","600,590","114,909","127,633","69,601","209,834","13,226","535,203","240,295","230,532","159,298","147,062","82,803","79,458","62,323","52,475","28,973","24,172","10,089","4,681","3,113",944,"9,575","1,135,793"
18/12/2014,"1,626",661,"1,145",266,"3,698","1,140,036","13,411","1,153,447","6,878",643,"5,410",480,"13,411",22,10,24,9,"31,099","57,565","94,295","15,592","53,433","61,257","5,506","108,622","62,629","62,076","16,771","17,315","13,799","3,084","186,163","129,641","68,269","11,491","6,299","32,251","48,368","7,879","3,084","29,423","5,849","8,276","1,140,036","8,917","16,231","22,898","4,420","12,226","14,666","1,528","26,641","16,479","14,848","4,037","3,922","3,246",691,"40,982","29,986","15,104","2,580","1,335","7,261","10,794","1,713",709,"6,409","1,446","1,766","270,835","111,176","121,148","70,028","282,648","17,856","602,856","115,639","127,944","69,742","210,571","13,284","537,180","240,926","231,627","159,815","147,518","83,090","79,687","62,557","52,694","29,149","24,293","10,119","4,707","3,141",947,"9,766","1,140,036"
24/12/2014,"1,435",713,"1,756",452,"4,356","1,143,872","12,727","1,156,599","7,102",582,"4,643",400,"12,727",24,11,20,9,"31,164","57,726","94,664","15,654","53,573","61,495","5,519","108,825","62,679","62,243","16,814","17,397","13,833","3,083","186,961","130,162","68,522","11,550","6,333","32,339","48,533","7,946","3,125","29,542","5,867","8,323","1,143,872","8,945","16,301","23,019","4,442","12,267","14,730","1,532","26,715","16,513","14,902","4,053","3,946","3,259",692,"41,231","30,170","15,173","2,594","1,344","7,279","10,834","1,727",716,"6,435","1,451","1,775","272,045","111,779","121,398","70,162","283,566","17,912","604,817","116,282","128,221","69,875","211,344","13,333","539,055","241,552","232,470","160,448","147,916","83,378","79,923","62,761","52,903","29,275","24,394","10,151","4,718","3,163",955,"9,865","1,143,872"
31/12/2014,234,366,"1,219",352,"2,171","1,146,405","12,590","1,158,995","7,824",529,"3,882",355,"12,590",25,12,17,9,"31,196","57,717","94,727","15,669","53,609","61,582","5,524","108,910","62,747","62,366","16,850","17,424","13,840","3,098","187,733","130,491","68,706","11,612","6,372","32,438","48,736","7,978","3,154","29,643","5,890","8,393","1,146,405","8,956","16,294","23,035","4,447","12,277","14,754","1,535","26,747","16,543","14,948","4,066","3,949","3,262",695,"41,467","30,269","15,227","2,615","1,354","7,305","10,877","1,733",721,"6,463","1,456","1,789","272,784","112,217","121,556","70,269","284,126","17,967","606,135","116,735","128,399","69,996","211,774","13,366","540,270","241,995","233,081","160,914","148,158","83,533","80,082","62,915","53,024","29,320","24,481","10,169","4,728","3,172",955,"9,878","1,146,405"
8/1/2015,825,329,562,298,"2,014","1,148,844","11,624","1,160,468","7,683",379,"3,255",307,"11,624",26,11,16,9,"31,250","57,899","95,070","15,686","53,689","61,706","5,531","108,924","62,785","62,444","16,929","17,439","13,846","3,107","188,284","130,731","68,934","11,641","6,419","32,543","48,832","8,001","3,157","29,709","5,897","8,391","1,148,844","8,974","16,367","23,129","4,456","12,304","14,802","1,541","26,763","16,565","14,977","4,090","3,954","3,267",697,"41,616","30,333","15,283","2,620","1,362","7,335","10,897","1,739",722,"6,478","1,456","1,790","273,517","106,644","123,030","71,683","287,675","18,326","607,358","110,641","130,074","72,202","214,912","13,657","541,486","242,348","233,706","161,240","148,444","83,712","80,286","63,038","53,164","29,421","24,555","10,189","4,732","3,183",960,"9,866","1,148,844"
15/1/2015,"1,374",567,277,406,"2,624","1,151,676","9,073","1,160,749","7,247",483,"1,080",263,"9,073",26,11,13,9,"31,367","58,187","95,588","15,753","53,896","62,008","5,583","109,129","62,831","62,661","17,045","17,507","13,950","3,099","188,499","130,793","69,051","11,636","6,452","32,527","48,789","8,020","3,161","29,820","5,887","8,437","1,151,676","9,016","16,463","23,269","4,486","12,359","14,878","1,555","26,842","16,601","15,037","4,118","3,979","3,296",697,"41,683","30,356","15,313","2,617","1,371","7,336","10,886","1,745",723,"6,510","1,456","1,803","274,395","106,017","123,517","71,943","288,820","18,395","608,692","110,059","130,537","72,665","216,017","13,706","542,984","242,731","234,504","161,464","148,717","83,962","80,546","63,174","53,350","29,540","24,676","10,208","4,743","3,201",969,"9,891","1,151,676"
22/1/2015,"1,265",541,408,387,"2,601","1,154,593","11,895","1,166,488","7,117",509,"4,048",221,"11,895",25,11,13,8,"31,444","58,521","96,056","15,828","54,047","62,347","5,599","109,333","62,963","62,827","17,122","17,593","13,943","3,110","188,689","130,672","69,165","11,610","6,445","32,597","49,051","8,067","3,193","29,954","5,910","8,507","1,154,593","9,049","16,600","23,396","4,512","12,399","14,960","1,558","26,937","16,656","15,093","4,146","4,004","3,303",701,"41,706","30,312","15,334","2,616","1,368","7,360","10,953","1,757",729,"6,545","1,460","1,817","275,271","105,718","123,979","72,186","289,741","18,428","610,052","109,895","130,915","72,992","217,004","13,735","544,541","243,106","235,391","161,684","149,094","84,180","80,764","63,298","53,500","29,688","24,769","10,257","4,758","3,210",986,"9,908","1,154,593"
29/1/2015,"1,671",453,823,345,"3,292","1,154,848","12,394","1,167,242","7,455",801,"3,883",255,"12,394",24,12,15,7,"31,645","58,967","96,547","15,946","54,229","62,756","5,620","108,364","61,762","62,325","16,989","17,446","13,833","3,099","189,268","130,823","69,317","11,664","6,442","32,730","49,232","8,094","3,212","30,064","5,924","8,550","1,154,848","9,115","16,792","23,535","4,550","12,451","15,077","1,564","26,703","16,339","14,949","4,114","3,965","3,274",700,"41,841","30,383","15,383","2,630","1,371","7,400","10,995","1,761",735,"6,574","1,465","1,834","275,500","105,410","124,230","72,211","289,791","18,440","610,082","109,606","131,155","73,106","217,182","13,717","544,766","242,018","235,928","161,909","148,933","84,035","81,040","63,493","53,667","29,812","24,826","10,297","4,759","3,186",997,"9,948","1,154,848"
26/2/2015,"1,372",476,909,315,"3,072","1,167,067","10,215","1,177,282","7,361","1,259","1,221",374,"10,215",30,19,10,9,"32,161","60,625","98,245","16,448","54,945","64,001","5,947","107,872","61,989","62,815","17,132","17,478","13,779","3,107","191,715","131,188","69,915","12,001","6,614","33,058","49,715","8,118","3,280","30,255","5,955","8,709","1,167,067","9,354","17,528","24,155","4,754","12,747","15,475","1,659","26,709","16,515","15,108","4,173","4,029","3,293",713,"42,650","30,595","15,644","2,724","1,399","7,526","11,227","1,773",754,"6,648","1,472","1,872","280,496","106,176","125,086","72,453","292,142","18,657","614,514","110,349","132,274","73,640","222,380","13,910","552,553","243,045","239,293","163,516","150,382","85,162","81,865","64,209","54,354","30,404","25,200","10,421","4,798","3,262","1,028","10,128","1,167,067"
3/5/2015,"1,132",501,629,239,"2,501","1,169,842","10,913","1,180,755","7,336","1,164","2,007",406,"10,913",33,20,9,11,"32,242","61,025","98,600","16,603","55,250","64,334","6,017","107,875","61,898","62,727","17,210","17,385","13,788","3,101","192,142","131,848","70,108","12,008","6,619","33,048","49,709","8,118","3,300","30,232","5,943","8,712","1,169,842","9,397","17,680","24,301","4,801","12,842","15,583","1,681","26,751","16,520","15,116","4,213","4,026","3,313",711,"42,728","30,738","15,683","2,731","1,399","7,534","11,274","1,774",759,"6,655","1,468","1,873","281,551","106,056","125,478","72,600","292,736","18,725","615,595","110,287","132,648","73,849","223,494","13,969","554,247","243,768","239,790","163,784","150,617","85,427","81,975","64,354","54,481","30,464","25,300","10,456","4,833","3,279","1,034","10,280","1,169,842"
3/12/2015,"1,286",555,945,306,"3,092","1,173,327","10,996","1,184,323","7,532","1,104","1,988",372,"10,996",30,19,13,12,"32,328","61,382","98,948","16,751","55,404","64,560","6,078","108,008","62,047","62,844","17,377","17,426","13,839","3,096","193,081","131,909","70,500","12,023","6,632","33,038","49,801","8,122","3,306","30,181","5,939","8,707","1,173,327","9,458","17,875","24,443","4,859","12,909","15,674","1,703","26,835","16,593","15,180","4,258","4,047","3,337",714,"42,981","30,755","15,777","2,740","1,408","7,542","11,331","1,774",760,"6,642","1,466","1,869","282,930","106,272","125,709","72,756","293,403","18,774","616,914","110,517","132,918","74,052","224,904","14,022","556,413","244,426","240,606","164,270","151,031","85,727","82,107","64,517","54,687","30,600","25,402","10,490","4,858","3,307","1,034","10,265","1,173,327"
19/3/2015,"1,270",611,691,320,"2,892","1,176,579","11,393","1,187,972","7,674",966,"2,368",385,"11,393",31,19,17,13,"32,411","61,758","99,338","16,895","55,587","64,739","6,187","108,193","62,180","63,058","17,450","17,449","13,884","3,110","193,472","132,097","70,657","12,013","6,669","33,143","49,980","8,141","3,310","30,229","5,928","8,701","1,176,579","9,504","18,062","24,599","4,916","12,997","15,747","1,740","26,906","16,650","15,270","4,289","4,060","3,356",720,"43,119","30,801","15,829","2,739","1,415","7,565","11,397","1,779",764,"6,653","1,466","1,871","284,214","106,519","126,028","72,888","294,043","18,786","618,264","110,689","133,230","74,248","226,096","14,052","558,315","245,098","241,351","151,372","164,671","86,044","82,222","54,848","64,674","30,701","25,473","10,518","4,886","3,329","1,034","10,358","1,176,579"
